dni;nombreapellido;telefono;email;fechanacimiento;profesor;bibliotecario;direccion;localidad_cp
26752917;Benito Juan Francisco Aramburu Fiol;(989) 381-2553;andrei@outlook.com;1984-05-24;FALSE;FALSE;Valrico, FL 33594;42 Lakeshore Avenue
23521223;Amaya Valderrama Gomis;(760) 748-7416;roamer@sbcglobal.net;1994-01-25;FALSE;FALSE;Melbourne, FL 32935;77 Rocky River Ave.
53864253;Beatriz Rodriguez Iborra;(382) 950-9603;malattia@msn.com;1982-09-25;FALSE;FALSE;Jacksonville, FL 32209;68 Woodland Ave.
51335404;Amílcar Ortega Gallo;(256) 505-6404;aschmitz@sbcglobal.net;1987-01-27;FALSE;FALSE;Fort Lauderdale, FL 33334;9413 Lexington Dr.
43512115;Seve Laguna-Bas;(262) 756-8019;ovprit@aol.com;1980-07-05;FALSE;FALSE;Jupiter, FL 33458;727 Cardinal Ave.
46458491;Francisco Javier Coloma;(437) 405-6290;jaarnial@att.net;1986-04-22;FALSE;FALSE;Deltona, FL 32738;49 Colonial Street
26176061;Erasmo Crespo Gallego;(582) 368-1385;murty@icloud.com;1993-01-12;FALSE;FALSE;Boynton Beach, FL 33435;73 Pulaski Street
27545876;Octavio Perelló-Losada;(659) 871-3879;loscar@sbcglobal.net;1976-04-26;FALSE;FALSE;Fort Lauderdale, FL 33351;9969 Primrose Drive
28718036;Camila Leticia Arévalo Cuenca;(353) 426-1757;telbij@verizon.net;1989-12-20;FALSE;FALSE;Palm Harbor, FL 34683;164 West Coffee St.
52144220;Áurea Manuela Piñol Bernal;(856) 331-2705;fmtbebuck@live.com;1985-07-07;FALSE;FALSE;Homestead, FL 33033;7236 Albany Court
46785339;Carina Arcos Vara;(700) 644-2712;evilopie@att.net;1977-06-20;FALSE;FALSE;Orlando, FL 32837;9 East San Carlos Ave.
45708386;Yago Baró Garmendia;(294) 342-2123;aibrahim@icloud.com;1995-02-28;FALSE;FALSE;Boca Raton, FL 33433;7939 Gates St.
44801831;Antonio Folch Grande;(232) 232-3544;uqmcolyv@aol.com;1986-01-10;FALSE;FALSE;Tampa, FL 33612;111 Rockledge Street
46031570;Jose Ramón de Aguilera;(368) 282-4245;hermes@aol.com;1991-01-18;FALSE;FALSE;Miami, FL 33134;32 Vernon St.
45197529;Dulce Caridad Rojas Ángel;(606) 269-6077;krueger@msn.com;1980-07-02;FALSE;FALSE;Daytona Beach, FL 32119;794 Philmont Ave.
45581246;Cruz Benítez;(975) 455-9019;danneng@att.net;1999-12-30;FALSE;FALSE;Jacksonville, FL 32257;7600 Campfire Street
34468544;Fabio Carnero Boix;(473) 353-4079;pgolle@yahoo.com;1983-05-04;FALSE;FALSE;Miami, FL 33165;527 South Indian Summer Court
31876098;Nayara Casanovas Alarcón;(845) 455-2297;scitext@comcast.net;1995-12-30;FALSE;FALSE;Miami, FL 33177;72 S. Lakeview St.
25735776;Miguel Villegas Jover;(811) 819-5474;goresky@gmail.com;1992-04-30;FALSE;FALSE;Gainesville, FL 32608;47 Leatherwood Ave.
26376085;Ildefonso Guillén Arrieta;(923) 852-7654;shawnce@optonline.net;1995-12-09;FALSE;FALSE;Port Saint Lucie, FL 34952;7 Bridle Street
27507195;Jose Ignacio Armas Ramírez;(559) 237-1566;ubergeeb@live.com;1993-04-18;FALSE;FALSE;Tallahassee, FL 32303;3 North Augusta Road
50272690;María Jesús Celestina Casas Carrasco;(930) 751-5153;redingtn@yahoo.ca;1975-02-12;FALSE;FALSE;Tallahassee, FL 32304;848 Lees Creek Ave.
35247044;Mamen Ledesma Escribano;(423) 496-3540;nimaclea@live.com;1995-04-07;FALSE;FALSE;Casselberry, FL 32707;943 Brookside St.
45547461;Ambrosio Casanovas Piquer;(566) 531-0451;iapetus@aol.com;1989-10-04;FALSE;FALSE;Miami, FL 33176;791 Lexington Ave.
29365893;Joan Ferrán Alegria;(923) 361-1596;skythe@outlook.com;1985-01-23;FALSE;FALSE;Lake Worth, FL 33463;8429 Bellevue Avenue
33629590;Vasco Tamayo Barrio;(479) 389-7125;anicolao@aol.com;1994-01-07;FALSE;FALSE;Hollywood, FL 33024;46 Marlborough Drive
35905105;Leire Aroa Alfaro Olmo;(522) 838-0614;hahsler@yahoo.ca;1982-12-03;FALSE;FALSE;Hialeah, FL 33018;9064 William St.
38086506;Felix Guardia Arenas;(463) 645-5648;tokuhirom@comcast.net;1993-09-07;FALSE;FALSE;Miami, FL 33173;4 Belmont Drive
54804203;Gloria Dalmau-Bolaños;(968) 499-4402;mhoffman@live.com;1973-06-12;FALSE;FALSE;Miami, FL 33193;788 Glenholme Dr.
37017926;Eliana Solsona Girón;(263) 379-6789;mahbub@verizon.net;1983-03-08;FALSE;FALSE;Tampa, FL 33615;93 Magnolia Ave.
37329586;Liliana Valdés Bilbao;(316) 405-3234;janneh@gmail.com;1999-07-04;FALSE;FALSE;Jacksonville, FL 32225;93 N. Schoolhouse Street
28228306;Tomasa Feijoo Alvarado;(443) 667-4609;jonathan@yahoo.com;1979-04-08;FALSE;FALSE;Miami, FL 33186;719 Penn Dr.
44329129;José Ángel Vélez Vila;(851) 269-0491;zeitlin@aol.com;1998-01-14;FALSE;FALSE;Pensacola, FL 32503;9 Arrowhead Street
34105347;Pío Roma-Estevez;(727) 313-4625;telbij@yahoo.com;1972-02-27;FALSE;FALSE;Lakeland, FL 33813;176B South Victoria Drive
33436891;Amelia Tello-Toledo;(900) 258-6110;cparis@me.com;1988-12-17;FALSE;FALSE;Sarasota, FL 34231;333 South Tower Ave.
53401873;Roberta de Lamas;(984) 388-6360;dburrows@gmail.com;1991-02-20;FALSE;FALSE;Boynton Beach, FL 33436;952 Acacia Ave.
24199631;Primitivo Melero Daza;(994) 832-9514;budinger@gmail.com;1975-12-14;FALSE;FALSE;Pompano Beach, FL 33068;9973 Armstrong St.
38428599;Benigno Sanz Gomis;(470) 309-6205;mnemonic@comcast.net;1998-05-20;FALSE;FALSE;Orlando, FL 32808;8241 Devon Dr.
50949312;Reyna Rivas Porcel;(510) 332-3248;techie@yahoo.ca;1974-01-28;FALSE;FALSE;Oviedo, FL 32765;419 Sheffield St.
44577610;Olivia Goñi;(608) 742-9416;timlinux@att.net;1990-12-22;FALSE;FALSE;Orlando, FL 32811;8142 Amherst Circle
43961032;Isaac Morcillo-Calvo;(382) 786-4916;dgriffith@gmail.com;1980-02-26;FALSE;FALSE;Cape Coral, FL 33904;345 South Trenton Dr.
44233903;Asdrubal Franco Montaña;(688) 304-8571;credmond@me.com;1982-08-29;FALSE;FALSE;Middleburg, FL 32068;80 Harvey Drive
26905545;Alexandra Ámbar Armengol Campos;(639) 405-1427;vsprintf@live.com;1988-03-22;FALSE;FALSE;Jacksonville, FL 32244;8827 Wilson Lane
50076120;Calisto Menéndez;(648) 441-1338;tubajon@yahoo.ca;1975-09-30;FALSE;FALSE;Ormond Beach, FL 32174;7266 Trout Drive
27986172;Graciana Cintia Iñiguez Heras;(558) 935-7698;overbom@aol.com.jp;1992-06-24;FALSE;FALSE;Hialeah, FL 33010;8028 S. Purple Finch Drive
22170064;Mayte Duarte Alfonso;(398) 257-6801;iamcal@me.com.br;1971-10-02;FALSE;FALSE;Miami, FL 33157;88 South Brickyard Drive
26329211;María Teresa Llamas Mariño;(226) 474-1021;gboss@icloud.com;1983-04-23;FALSE;FALSE;Altamonte Springs, FL 32714;7434 Second Dr.
22882478;Federico Pizarro Coello;(696) 224-8334;adamk@icloud.com;1983-01-05;FALSE;FALSE;Orlando, FL 32825;8280 S. Pineknoll St.
32947619;Pacífica Córdoba;(861) 766-3153;formis@yahoo.com;1995-07-28;FALSE;FALSE;Fort Lauderdale, FL 33317;8335 Hillcrest Drive
51735811;Rosa Jiménez-Galvez;(283) 579-9362;ngedmond@msn.com;1971-07-01;FALSE;FALSE;Tampa, FL 33610;8 Deerfield St.
37812024;Martirio Bonet;(970) 553-9470;amaranth@icloud.com;1972-11-12;FALSE;FALSE;Miami, FL 33155;8834 Jefferson St.
34139201;Ruy Roldan Lara;(251) 956-4735;chaki@verizon.net;1992-09-28;FALSE;FALSE;Deltona, FL 32725;9951 Strawberry Ave.
37632891;Felisa Múgica Gomez;(461) 415-6750;barlow@mac.com;1974-09-02;FALSE;FALSE;Palm Bay, FL 32907;778 South Street
41467497;Anselma Valentín Malo;(942) 377-8831;barjam@mac.com;1986-08-04;FALSE;FALSE;Tampa, FL 33604;52 Van Dyke Road
34445640;Lino de Busquets;(209) 879-7336;parents@outlook.com;1973-07-09;FALSE;FALSE;Jacksonville, FL 32224;139 Mountainview St.
28742431;Sandra Leiva Aguiló;(786) 225-1408;dodong@comcast.net;1990-09-18;FALSE;FALSE;Saint Petersburg, FL 33713;422 Cedar St.
44442307;Federico Gutiérrez Tamarit;(706) 852-2679;chrisj@gmail.com;1998-12-28;FALSE;FALSE;Fort Lauderdale, FL 33313;472 West Summit Drive
26633029;Aristides Exposito Sánchez;(332) 433-7473;overbom@aol.com;1995-11-13;FALSE;FALSE;Venice, FL 34293;99 S. Pumpkin Hill Ave.
23118127;Claudia Ibañez Peñas;(788) 716-6288;eminence@optonline.net;1981-01-02;FALSE;FALSE;Orlando, FL 32835;7845 Howard St.
53298214;Roque Bejarano;(969) 824-6307;jonathan@att.net;1979-07-06;FALSE;FALSE;Jacksonville, FL 32246;8974 High Point St.
28066620;Sergio Font Mínguez;(578) 987-8609;teverett@yahoo.ca;1991-04-29;FALSE;FALSE;Hollywood, FL 33023;419 High St.
43201551;Luisina Chus Acosta Losa;(864) 796-2642;library@me.com;1971-11-05;FALSE;FALSE;Jacksonville, FL 32211;8847 Oakwood St.
50032217;Eusebia Torre Dalmau;(360) 395-0174;chronos@msn.com;1977-09-02;FALSE;FALSE;Opa Locka, FL 33056;709 Foxrun Ave.
38303897;Pedro Sancho-Garrido;(473) 259-7625;dvdotnet@aol.com;1980-05-01;FALSE;FALSE;Miami Beach, FL 33141;599 Glen Creek Drive
44802596;Blanca Lluch Gonzalo;(585) 896-7221;jguyer@yahoo.com;1998-12-14;FALSE;FALSE;Pompano Beach, FL 33065;214 Adams Street
54021406;Benito Aranda Olivera;(516) 505-2111;symbolic@live.com;1982-04-09;FALSE;FALSE;Miami, FL 33125;1 Grove St.
24969781;Juan Lerma Melero;(948) 883-9967;cyrus@outlook.com;1983-11-26;FALSE;FALSE;Miami, FL 33172;104 Manor St.
24269774;Nayara Fuster Cuesta;(719) 644-3160;russotto@att.net;1980-03-18;FALSE;FALSE;Tallahassee, FL 32308;832 West Dunbar Court
27670503;Maricela Mendizábal-Tejera;(600) 967-9596;fmtbebuck@outlook.com;1998-07-25;FALSE;FALSE;Sarasota, FL 34232;7704 Vale Ave.
35504579;Silvio Ledesma Planas;(997) 396-1254;ovprit@live.com;1988-04-21;FALSE;FALSE;Miami, FL 33126;9830 Shadow Brook Street
28012785;Ovidio García Gabaldón;(289) 891-8370;jimxugle@gmail.com;1986-08-03;FALSE;FALSE;Arcadia, FL 34266;16 Bayberry St.
33550319;Marina Gisbert Huertas;(454) 330-7142;pthomsen@icloud.com;1984-05-19;FALSE;FALSE;Daytona Beach, FL 32114;767 E. Gulf Avenue
30893125;Nazaret Pina Solé;(843) 779-5683;csilvers@sbcglobal.net;1998-02-02;FALSE;FALSE;Miami, FL 33142;8711 Clay Dr.
32708884;Valentina del Diaz;(424) 719-6724;fangorn@optonline.net;1989-06-30;FALSE;FALSE;Riverview, FL 33569;359 South College Lane
26267775;José Antonio Lluch Gutiérrez;(849) 292-8635;cliffordj@msn.com;1971-01-16;FALSE;FALSE;Leesburg, FL 34748;656 Old York Lane
34923299;María Belén Ortega Alvarez;(477) 421-7045;fukuchi@verizon.net;1997-10-26;FALSE;FALSE;Hialeah, FL 33015;8272 Cobblestone Dr.
43986052;Manuelita Barroso-Coloma;(401) 825-3736;kourai@optonline.net;1986-07-20;FALSE;FALSE;Hialeah, FL 33014;485 S. Park St.
33496684;Carmelo Valentín Mancebo;(305) 393-0553;psichel@me.com;1987-01-08;FALSE;FALSE;Fort Lauderdale, FL 33311;170 Indian Spring Rd.
26397586;Jose Ramón Nicolás Marco;(640) 477-1369;chronos@comcast.net;1995-05-04;FALSE;FALSE;Pensacola, FL 32514;507 High Street
29494173;Ruben del Azorin;(225) 944-9455;ccohen@hotmail.com;1975-12-06;FALSE;FALSE;Hialeah, FL 33012;9080 Union St.
49378503;Jordana Riba;(818) 544-9992;quantaman@att.net;1975-11-03;FALSE;FALSE;Winter Park, FL 32792;9585 Cleveland Ave.
45788297;Brunilda Giralt;(248) 248-7570;sthomas@optonline.net;1990-03-09;FALSE;FALSE;Palmetto, FL 34221;95 Sierra Avenue
29349483;Jose Valenciano Osuna;(688) 689-4456;cgcra@yahoo.ca;1984-07-14;FALSE;FALSE;Jacksonville, FL 32207;7942 Winding Way Lane
29685409;Inés Gil-Miralles;(532) 988-8123;szymansk@sbcglobal.net;1970-06-24;FALSE;FALSE;Clermont, FL 34711;7043 Monroe Ave.
46670775;Pío del Lastra;(447) 481-7902;goresky@aol.com;1982-03-30;FALSE;FALSE;Kissimmee, FL 34741;8646 Homewood Street
48108792;Amílcar Valera;(333) 864-8602;staffelb@comcast.net;1993-08-28;FALSE;FALSE;Sanford, FL 32771;452 Ridge Lane
42657610;Laura del Hernandez;(350) 978-7967;jeffcovey@me.com.cn;1985-08-28;FALSE;FALSE;Pensacola, FL 32506;9055 W. Gonzales Street
46380810;Encarnación Iborra;(316) 992-3895;world@yahoo.com;1975-05-18;FALSE;FALSE;Pompano Beach, FL 33071;7735 S. Marshall Circle
29758316;Nicolasa de Verdugo;(247) 429-9544;wetter@mac.com;1982-01-10;FALSE;FALSE;Suite 3;Pompano Beach, FL 33060
24785092;Evaristo Loreto Ferrer Mariño;(843) 742-7308;dwheeler@me.com;1982-06-16;FALSE;FALSE;231 Marsh Lane;Apopka, FL 32703
35273513;Esmeralda Visitación Menéndez Alemán;(770) 393-3543;mastinfo@live.com;1977-04-07;FALSE;FALSE;2 West Vine St.;Miami, FL 33174
51083405;Manuel Melero Palomo;(949) 598-2771;sblack@verizon.net;1998-05-23;FALSE;FALSE;62 Homewood Street;Port Charlotte, FL 33952
50342990;Paca Verdejo Mayoral;(699) 746-9159;ganter@verizon.net;1988-10-04;FALSE;FALSE;95 Delaware Dr.;Fort Lauderdale, FL 33324
33238498;Regina del Parejo;(844) 950-9259;dpitts@hotmail.com;1981-04-05;FALSE;FALSE;8133 Sycamore Street;Jacksonville, FL 32218
35580009;Águeda Giménez Serna;(787) 302-4699;sinkou@me.com;1998-05-26;FALSE;FALSE;8546 Ketch Harbour Ave.;Miami Beach, FL 33139
54046218;Anastasio Montesinos García;(952) 745-8983;chronos@me.com;1975-02-15;FALSE;FALSE;8683 South Drive;Bradenton, FL 34208
31033537;Marisela Quintero Quintero;(873) 828-7242;csilvers@gmail.com;1978-12-23;FALSE;FALSE;17 Silver Spear Drive;Miami, FL 33156
47180414;Isaac Espada Madrigal;(943) 865-9127;aardo@verizon.net;1974-07-01;FALSE;FALSE;60 Lower River St.;Lutz, FL 33549
25596664;Luciana Gaya Álvaro;(668) 821-9575;cantu@gmail.com;1976-07-02;FALSE;FALSE;9661 Aspen St.;North Miami Beach, FL 33160
52371455;Samanta Olmedo;(456) 829-6689;jeffcovey@verizon.net;1979-05-16;FALSE;FALSE;265 Mill Pond Dr.;Miami, FL 33169
34578213;Osvaldo Atilio Jover Herrera;(224) 518-9412;lydia@gmail.com;1972-08-17;FALSE;FALSE;7440 Cherry Hill Court;Titusville, FL 32780
36454868;Tere Montenegro Expósito;(822) 587-3348;ubergeeb@msn.com;1987-03-26;FALSE;FALSE;8958 Golf St.;Boynton Beach, FL 33437
47885218;Nicodemo Alegre-Izquierdo;(699) 407-0837;jshirley@outlook.com;1978-03-08;FALSE;FALSE;654 S. Jones Street;Stuart, FL 34997
30228529;Adelardo Chico-Cuesta;(272) 549-4608;niknejad@me.com;1993-11-01;FALSE;FALSE;735 E. Newbridge St.;Lake Worth, FL 33461
43527071;Dorotea Diez Aznar;(887) 405-0872;punkis@sbcglobal.net;1983-02-14;FALSE;FALSE;607 Cherry Hill Street;Bradenton, FL 34207
45054977;Donato Noguera Mármol;(762) 491-8640;skaufman@comcast.net;1989-06-08;FALSE;FALSE;732 Prince Lane;Bradenton, FL 34209
41573748;María Del Carmen Benítez-Lozano;(368) 723-8977;kmiller@yahoo.com;1998-03-29;FALSE;FALSE;27 Grandrose Ave.;Port Richey, FL 34668
45393804;Roxana Sanjuan Nieto;(698) 412-9077;hoangle@verizon.net;1998-05-19;FALSE;FALSE;895 Sleepy Hollow St.;Orange Park, FL 32073
46308683;Primitiva Villalba Valenciano;(302) 256-8455;miturria@aol.com;1976-08-27;FALSE;FALSE;767 North Miller St.;Miami, FL 33147
36095258;Aura Manzano Pedrero;(917) 817-2323;bartlett@verizon.net;1984-02-05;FALSE;FALSE;7049 Water Road;Hialeah, FL 33016
41645275;Sabas Macario Murcia Quintanilla;(272) 983-1657;afifi@icloud.com;1983-07-02;FALSE;FALSE;17 South Court;Saint Petersburg, FL 33702
54297502;Apolinar Falcón-Cadenas;(334) 772-1013;keiji@aol.com;1975-01-01;FALSE;FALSE;9198 West Grant Street;Orlando, FL 32822
28211166;Horacio Gallego Matas;(299) 772-6764;kramulous@icloud.com;1996-10-29;FALSE;FALSE;50 Lawrence Rd.;Tallahassee, FL 32310
43384918;Curro Cañellas-Abad;(229) 988-7982;cantu@mac.com;1982-12-28;FALSE;FALSE;858 Race St.;Jacksonville, FL 32210
36761471;Julio Corominas;(583) 883-0821;wojciech@live.com;1977-12-13;FALSE;FALSE;93 East Longbranch Dr.;Hollywood, FL 33020
51076233;Dominga Olmedo Lara;(464) 724-8248;dogdude@gmail.com;1987-01-31;FALSE;FALSE;19 Victoria Street;London
40148308;Norberto Cortés Coca;(468) 449-7481;tmaek@verizon.net;1998-04-30;FALSE;FALSE;NW48 5MP;135 Kingsway
44729835;Juana Valls Ruiz;(628) 943-0691;dmath@live.com;1992-12-27;FALSE;FALSE;London;N87 3AI
49254591;Inés García Nevado;(712) 908-2589;heine@gmail.com;1992-04-28;FALSE;FALSE;41 School Lane;London
51802181;Marianela Pablo Samper;(987) 571-6279;ramollin@aol.com;1971-06-10;FALSE;FALSE;NW31 7RM;45 Park Road
35325582;Azahar Solsona;(929) 373-3828;esbeck@msn.com;1970-12-31;FALSE;FALSE;London;SE80 5TY
40799123;Patricia Leon Grande;(734) 789-3855;tarreau@optonline.net;2000-05-02;FALSE;FALSE;54 Kingsway;London
24528675;Inmaculada Moles-Verdú;(733) 556-5309;crypt@gmail.com;1979-08-02;FALSE;FALSE;N75 6DC;9746 Church Lane
40222395;Piedad Casanova;(429) 856-2926;flavell@aol.com;1991-04-13;FALSE;FALSE;London;WC57 1VD
43878829;Dafne Amigó-Arias;(867) 348-9295;dpitts@yahoo.ca.mx;1982-11-05;FALSE;FALSE;9241 Grove Road;London
35031693;Anabel Tur Llorens;(698) 662-7980;rsteiner@sbcglobal.net;1999-10-21;FALSE;FALSE;SE50 2RD;16 West Street
32433180;Danilo Jose Antonio Escobar Muro;(632) 905-5610;clkao@mac.com;1991-01-30;FALSE;FALSE;London;N51 9IV
37195724;Aura Salcedo Vigil;(901) 282-1660;slaff@yahoo.ca;1991-02-17;FALSE;FALSE;168 The Green;London
52381319;Ramiro Cepeda Casanova;(229) 509-6838;emmanuel@hotmail.com;1973-12-11;FALSE;FALSE;N47 9MT;54 West Street
25559408;Nadia Tormo;(852) 727-9985;evans@icloud.com;1987-07-08;FALSE;FALSE;London;N49 7QC
38783437;Paola González Piquer;(878) 768-5731;tezbo@verizon.net;1970-06-14;FALSE;FALSE;165 Springfield Road;London
39803557;Remedios Quesada Heredia;(577) 307-6609;naoya@yahoo.ca;1986-06-10;FALSE;FALSE;E03 6OB;6 Queen Street
28468786;Andrés Cortés Fuertes;(799) 915-9575;benanov@me.com;1996-05-29;FALSE;FALSE;London;SW74 3DH
37004347;María Ángeles Infante-Cabanillas;(744) 335-2955;mwandel@gmail.com;1972-05-11;FALSE;FALSE;64 South Street;London
40281655;Heliodoro Antonio Baena Tejada;(617) 452-1538;breegster@comcast.net;1985-05-02;FALSE;FALSE;W94 3IX;74 High Street
34373333;Belen Carballo Lladó;(919) 981-1829;scato@msn.com;1999-11-09;FALSE;FALSE;London;NW61 4VP
39749746;Quique Márquez Torralba;(528) 684-9875;mwilson@comcast.net;1984-06-23;FALSE;FALSE;601 London Road;London
43888102;Felicidad Amor Cerdán;(494) 899-6340;cgarcia@live.com;1991-09-26;FALSE;FALSE;E98 4TE;94 High Street
24065417;Esteban de Serrano;(701) 769-5447;nimaclea@optonline.net;1998-11-07;FALSE;FALSE;London;NW45 7HR
25239464;Eligia Javiera Lladó Pla;(388) 723-4833;gtewari@gmail.com;1999-02-19;FALSE;FALSE;46 Victoria Street;London
31094500;Nidia Ordóñez Cañas;(936) 408-8750;wmszeliga@att.net;1970-09-08;FALSE;FALSE;W96 8WX;78 Queens Road
46795253;Adelaida de Egea;(291) 231-4877;kramulous@aol.com;1971-11-13;FALSE;TRUE;London;NW54 0QU
28268338;Dalila Torre Amores;(574) 819-4630;ninenine@comcast.net;1986-01-31;FALSE;FALSE;9 Station Road;London
48079426;Roldán Guardia;(898) 602-2321;jgmyers@gmail.com;1989-03-09;FALSE;FALSE;EC65 7IP;47 Green Lane
27738385;Gabino Barragán Figueroa;(324) 842-3359;crobles@msn.com;1971-01-28;FALSE;FALSE;London;NW58 2FV
28443764;Amanda Chamorro-Vives;(674) 307-5065;jgoerzen@msn.com;1992-12-01;FALSE;FALSE;71 North Street;London
36122081;José Cañas Martinez;(860) 430-9246;frikazoyd@verizon.net;1981-03-19;FALSE;FALSE;W85 2FV;68 School Lane
41634966;Benita Exposito Mínguez;(349) 220-3362;wonderkid@yahoo.com;1979-08-30;FALSE;FALSE;London;SW78 3UE
29249734;Nerea de Portero;(552) 912-4336;wonderkid@yahoo.ca;1981-10-14;FALSE;FALSE;51 Manchester Road;London
24124174;Benjamín de Palau;(841) 890-5507;ajlitt@gmail.com;1973-05-02;FALSE;FALSE;NW17 8IR;11 Church Street
38601805;Cristina Arranz-Muro;(810) 993-2143;seurat@icloud.com;1995-04-05;FALSE;FALSE;London;E17 8EH
38592504;Lupe Pellicer Marco;(454) 648-4285;bryanw@yahoo.com;1997-10-03;FALSE;FALSE;468 Springfield Road;London
51156179;Cándida Pinedo Dalmau;(263) 975-5248;kingma@outlook.com;1984-04-25;FALSE;FALSE;SW96 2IA;47 Windsor Road
42670751;Carmelita Antón Escalona;(229) 791-0591;adillon@yahoo.com;1993-02-11;FALSE;FALSE;London;E76 2PS
52651849;Felicidad Macias Vall;(239) 230-6723;sonnen@yahoo.ca;1989-10-04;FALSE;FALSE;21 Grange Road;London
36604400;Fanny Cortes Palacios;(519) 834-6230;gilmoure@aol.com;1993-04-13;FALSE;TRUE;SE96 8YE;2 Richmond Road
48487410;Eusebio Barros Guardia;(927) 989-2134;thomasj@hotmail.com;1980-11-19;FALSE;FALSE;London;SW71 6OY
23316534;Leocadio Requena-Barriga;(750) 231-1278;kewley@att.net;1976-04-05;FALSE;FALSE;95 Highfield Road;London
29497622;Abril Feijoo-Goñi;(993) 819-1581;noneme@sbcglobal.net;1975-11-10;FALSE;FALSE;N05 7OW;145 The Grove
31007600;Luciano Agustí López;(992) 764-6787;yamla@gmail.com;1976-06-16;FALSE;FALSE;London;N56 8HM
25342828;Carlos Flores Nevado;(426) 616-7643;tkrotchko@icloud.com;1987-10-02;FALSE;FALSE;953 School Lane;London
54254465;Pastora Galán Mariño;(782) 483-8539;ribet@yahoo.ca;1979-07-17;FALSE;FALSE;E64 5WK;96 Mill Road
26908974;Corona Aitana Julián Salvà;(758) 784-6496;bahwi@sbcglobal.net;1998-08-09;FALSE;FALSE;London;SE54 9NC
52139844;Jerónimo Peinado-Morales;(353) 949-8642;pkilab@mac.com;2000-03-22;FALSE;FALSE;481 Park Road;London
27366290;Nicanor García Perez;(419) 271-2209;msroth@verizon.net;1991-03-26;FALSE;FALSE;NW10 6DG;82 Kingsway
39185685;Lisandro Guillermo Delgado Porcel;(695) 831-3671;killmenow@aol.com;1982-10-13;FALSE;FALSE;London;E73 8ZM
32037624;Natanael Vallés Prieto;(471) 654-4289;ribet@icloud.com;1998-11-28;FALSE;FALSE;800 Mill Road;London
40896223;Xiomara Sáenz Batalla;(610) 698-5603;wildfire@yahoo.ca;1982-07-18;FALSE;FALSE;NW83 2EN;93 South Street
42242427;Santos Zurita Barrio;(848) 708-6921;kingjoshi@icloud.com;1991-10-06;FALSE;FALSE;London;SW31 4DR
28627878;Isidro Rozas Gámez;(425) 759-6711;stinson@hotmail.com;1998-05-05;FALSE;FALSE;136 Kingsway;London
46904881;Patricia Raquel Carnero Agullo;(536) 509-3496;tmaek@mac.com;1977-08-25;FALSE;FALSE;N59 6EV;95 Church Lane
32041072;Patricio Alberola Sandoval;(682) 371-3633;boein@icloud.com;1983-02-14;FALSE;FALSE;London;N85 0RM
27655958;Bibiana Barrio;(395) 739-7429;pdbaby@icloud.com;1976-03-19;FALSE;FALSE;26 Grove Road;London
34296052;Lucila del Coronado;(496) 593-3991;gordonjcp@gmail.com;1979-12-25;FALSE;FALSE;EC01 3ZX;9268 High Street
34948840;Danilo Matas Vicente;(422) 591-9860;choset@yahoo.com;1984-04-21;FALSE;FALSE;London;WC82 9HS
29024916;Duilio Lucas Feliu;(614) 614-8713;jyoliver@verizon.net;1974-10-08;FALSE;FALSE;34 Manor Road;London
39452181;José Reyes Leal;(543) 365-7239;mglee@msn.com;2000-03-20;FALSE;FALSE;NW45 6ST;9047 York Road
29071232;Nicolás Pascual Gabaldón Paniagua;(953) 224-1239;jgmyers@yahoo.com;1987-02-12;FALSE;FALSE;London;W14 9ZK
32030925;Gonzalo Barberá Gimeno;(719) 666-7774;jadavis@comcast.net;1987-03-22;FALSE;FALSE;44 School Lane;London
41564260;Marco Sanchez Yuste;(740) 214-9501;presoff@mac.com;1993-03-08;FALSE;FALSE;W09 2TG;9829 York Road
38989915;Alejandra Olivera;(957) 947-6883;jadavis@outlook.com;1983-10-22;FALSE;FALSE;London;SE98 6GP
38756014;Sandra Leiva Planas;(454) 614-0576;willg@yahoo.com;1994-01-15;FALSE;FALSE;65 Kings Road;London
26571866;Sigfrido Urrutia Vargas;(501) 237-3656;gbacon@gmail.com;1971-02-24;FALSE;FALSE;SE57 3KJ;9541 The Avenue
49514807;Nydia Ureña Serrano;(302) 344-8410;quantaman@me.com;1992-01-17;FALSE;FALSE;London;N19 4UF
44700978;Etelvina Tolosa Exposito;(364) 877-2311;cantu@att.net;1978-06-26;FALSE;FALSE;45 Main Road;London
34139819;Adriana Gilabert Bravo;(209) 900-1460;oechslin@mac.com;1994-09-13;FALSE;TRUE;EC64 1KL;352 Highfield Road
47497574;Juan José Giménez Calzada;(705) 896-8293;tkrotchko@comcast.net;1970-01-02;FALSE;FALSE;London;EC82 3UN
46296823;Emiliana Marti Manso;(845) 453-8354;keiji@mac.com;1974-03-05;FALSE;FALSE;710 Richmond Road;London
35643402;Adora Solera Juliá;(222) 401-6952;ubergeeb@sbcglobal.net;1988-03-02;FALSE;TRUE;W56 7HP;60 Kingsway
35910618;Sancho Arregui Ibañez;(226) 882-1823;hutton@live.com;1993-01-25;FALSE;FALSE;London;NW31 4PH
37044267;Sonia Pacífica Aranda Durán;(876) 391-9261;nacho@icloud.com;1973-10-24;FALSE;FALSE;95 South Street;London
40223172;Aitor Pelayo Tello;(942) 807-6926;kingjoshi@hotmail.com;1980-01-14;FALSE;FALSE;NW58 7WR;16 Green Lane
44233778;Juana Losa Villar;(772) 705-5952;pontipak@live.com;1990-02-14;FALSE;FALSE;London;N83 0BL
